CVE-2022-21932||Microsoft Dynamics 365 Customer Engagement跨站脚本漏洞。
CVE-2022-22120||在NocoDB，0.9至0.83.8版本在密码重置功能中存在可观察到的差异的漏洞。当为一个给定的电子邮件地址请求重置密码时，当该电子邮件没有在系统内注册时，应用程序会显示一个错误信息。这允许攻击者列举注册用户的电子邮件地址。
CVE-2022-22121||在NocoDB，0.81.0至0.83.8版本受CSV注入漏洞（公式注入）影响。低权限的攻击者可以创建一个新的表，在表的行中注入有效载荷。当管理员访问用户管理端点并将数据导出为CSV文件并打开时，有效载荷被执行。
cve-2022-22122||**拒绝 **不要使用这个候选号码。咨询IDs。无。原因是。该候选人是[CVE-2021-37866]的保留重复。注释。所有CVE用户都应该参考[CVE-2021-37866]，而不是这个候选人。为防止意外使用，该候选程序中的所有引用和描述都已被删除。
CVE-2022-22123||在Halo中，v1.0.0至v1.4.17（最新）版本在文章标题中存在存储跨站脚本（XSS）的问题。经过验证的攻击者可以注入任意的JavaScript代码，并在受害者的服务器上执行。
CVE-2022-22124||在Halo中，v1.0.0至v1.4.17（最新）版本在个人资料图像中存在存储跨站脚本（XSS）的问题。经过验证的攻击者可以上传一个精心制作的SVG文件，触发任意的JavaScript在受害者的浏览器上运行。
CVE-2022-22125||在Halo中，v1.0.0至v1.4.17（最新）版本在文章标签中存在存储跨站脚本（XSS）漏洞。一个经过验证的管理员攻击者可以注入任意的javascript代码，并在受害者的服务器上执行。
CVE-2022-22126||Openmct 1.3.0至1.7.7版本存在通过 "网页 "元素存储XSS的漏洞，允许在 "URL "字段中注入恶意的JavaScript。该问题影响到：NASA openmct 1.7.7版本及之前的版本；1.3.0版本及之后的版本。
CVE-2022-22127||Tableau意识到Tableau Server中存在一个访问控制漏洞，影响到使用本地身份存储管理用户的Tableau Server客户。该漏洞允许恶意网站管理员更改托管在同一Tableau Server上的不同网站的用户密码，导致可能出现未经授权的数据访问。受影响的Tableau Server版本有：2020.4.16、2021.1.13、2021.2.10、2021.3.9、2021.4.4及更早版本注：Tableau Server的所有未来版本将解决这一安全问题。不再支持的版本没有经过测试，可能存在漏洞。
CVE-2022-22128||Tableau发现了一个影响Tableau Server管理代理的内部文件传输服务的路径遍历漏洞，该漏洞可能允许远程代码执行。Tableau只支持发布后24个月内的产品版本。旧版本已达到其寿命终点，不再支持。它们也不会被评估为潜在的安全问题，也不会收到安全更新。
CVE-2022-2213|||在SourceCodester库管理系统1.0中发现一个漏洞。它已被宣布为有问题。受该漏洞影响的是文件/admin/edit_admin_details.php?id=admin的一个未知功能。对参数Name的操作导致了跨网站脚本攻击。该攻击可以远程启动。该漏洞已向公众披露，并可能被使用。
CVE-2022-22137||Accusoft ImageGear 19.10的ioca_mys_rgb_allocate功能中存在内存损坏漏洞。一个特别制作的畸形文件可导致任意释放。攻击者可以提供一个恶意文件来触发这个漏洞。
CVE-2022-22138||所有版本的软件包fast-string-search在对非字符串输入的计算不正确时存在拒绝服务（DoS）的漏洞。可以导致 V8 试图从非允许的位置读取数据，并因违反规定而导致分段故障。
CVE-2022-22139||版本7.3.0.33之前的英特尔(R)XTU软件中不受控制的搜索路径，可能允许认证用户通过本地访问实现潜在的特权升级。
CVE-2022-2214||在 SourceCodester Library Management System 1.0 中发现一个漏洞。它已被评为关键。受此问题影响的是文件/librarian/bookdetails.php的一些未知功能。在输入'AND (SELECT 9198 FROM (SELECT(SLEEP(5)))iqZA)--PbtB时，对参数id的操作导致sql注入。该攻击可能是远程启动的。该漏洞已被披露给公众，并可能被使用。
CVE-2022-22140||在TCL LinkHub Mesh Wi-Fi MS1G_00_01.00_14的confsrv ucloud_add_node功能中存在一个os命令注入漏洞。一个特别制作的网络数据包可以导致任意命令的执行。攻击者可以发送恶意数据包来触发此漏洞。
CVE-2022-22141||'长期数据存档包'服务在以下横河电机产品中实施，创建了一些命名的管道，具有不稳定的ACL配置。CENTUM CS 3000版本从R3.08.10到R3.09.00，CENTUM VP版本从R4.01.00到R4.03.00，从R5.01.00到R5.04.20，以及从R6.01.00到R6.08.00，Exaopc版本从R3.72.00到R3.79.00。
CVE-2022-22142||在1.40版之前的php_mailform版本的复选框中存在反射的跨站脚本漏洞，允许远程未认证的攻击者通过未指定的载体注入任意脚本。
CVE-2022-22143||6.2.2之前的软件包convict由于缺少parentKey的验证，容易受到通过convict函数进行的原型污染。**注意：**该漏洞源于另一个[漏洞]的不完整修复(https://security.snyk.io/vuln/SNYK-JS-CONVICT-1062508)
CVE-2022-22144||TCL LinkHub Mesh Wi-Fi MS1G_00_01.00_14的libcommonprod.so prod_change_root_passwd功能中存在一个硬编码密码漏洞。在系统启动时，这个功能总是被调用，导致已知的根密码。攻击者不需要做任何事情就可以触发这个漏洞。
CVE-2022-22145||以下横河电机产品中包含的HIS日志服务器的CAMS存在不受控制的资源消耗。CENTUM CS 3000版本从R3.08.10到R3.09.00，CENTUM VP版本从R4.01.00到R4.03.00，从R5.01.00到R5.04.20，从R6.01.00到R6.08.00，Exaopc版本从R3.72.00到R3.79.00。
CVE-2022-22146||TransmitMail 2.5.0 至 2.6.1 中的跨站脚本漏洞允许远程未认证的攻击者通过未指定的载体注入任意脚本。
CVE-2022-22148||以下横河电机产品中实施的 "根服务 "服务在不适当的ACL配置下创建了一些命名的管道。CENTUM CS 3000版本从R3.08.10到R3.09.00，CENTUM VP版本从R4.01.00到R4.03.00，从R5.01.00到R5.04.20，以及从R6.01.00到R6.08.00，Exaopc版本从R3.72.00到R3.79.00。
CVE-2022-22149||在Lansweeper lansweeper 9.1.20.2的HelpdeskEmailActions.aspx功能中存在一个SQL注入漏洞。一个特别制作的HTTP请求可以导致SQL注入。攻击者可以通过认证的HTTP请求来触发这个漏洞。
CVE-2022-2215||2.21.3之前的GiveWP WordPress插件没有正确处理和转义货币设置，当unfiltered_html功能被禁止时（例如在多站点设置中），这可能允许管理员等高权限用户执行存储的跨站点脚本攻击。
CVE-2022-22150||福昕软件的PDF阅读器（版本11.1.0.52543）的JavaScript引擎存在内存损坏漏洞。一个特别制作的PDF文档会触发一个异常，该异常被不当处理，使引擎处于无效状态，这可能导致内存损坏和任意代码执行。攻击者需要欺骗用户打开恶意文件来触发这个漏洞。如果用户访问一个特别制作的恶意网站，如果浏览器插件扩展被启用，也有可能被利用。
CVE-2022-22151||以下横河电机产品中包含的CAMS for HIS日志服务器未能正确中和日志输出。CENTUM CS 3000版本从R3.08.10到R3.09.00，CENTUM VP版本从R4.01.00到R4.03.00，从R5.01.00到R5.04.20，从R6.01.00到R6.08.00，以及Exaopc版本从R3.72.00到R3.79.00。
CVE-2022-22152|| Juniper Networks Contrail Service Orchestration的REST API存在保护机制失效的漏洞，允许系统中的一个租户查看同一系统中另一个租户的机密配置细节。通过利用REST API，一个租户能够获得另一个租户的防火墙配置和访问控制策略的信息，以及其他敏感信息，使租户对恶意攻击的防御能力下降，或通过其他未确定的漏洞被利用。该问题影响到瞻博网络Contrail Service Orchestration 6.1.0 Patch 3之前的版本。
CVE-2022-22153||算法不够复杂，加上无限制或节流的资源分配漏洞，在带SPC3的SRX系列和MX系列上的瞻博网络Junos操作系统的流量处理守护程序（flowd）中，未经认证的网络攻击者可以造成过境数据包处理的延迟，甚至数据包丢失。如果中转流量中包含相当大比例（>5%）的碎片数据包需要重新组装，则可能会出现高延迟或丢包现象。该问题影响到瞻博网络SRX系列、带SPC3的MX系列的Junos操作系统：18.2R3之前的所有版本；18.3R3之前的18.3版本；18.4R2-S9、18.4R3之前的18.4版本；19.1R2之前的19.1版本；19.2R1-S1、19.2R2之间的19.2版本。
CVE-2022-22154||在Junos Fusion场景中，瞻博网络Junos OS的卫星设备（SD）控制状态机存在外部控制关键状态数据的漏洞，能够对设备的布线进行物理更改的攻击者可以造成拒绝服务（DoS）。一个SD可以被重新启动，然后被一个聚合设备（AD）控制，而这个聚合设备不属于原来的融合设置，只是连接到SD的一个扩展端口。为了进行这种攻击，攻击者需要对SD和原始AD之间的电缆进行物理访问。这个问题会影响到。瞻博网络Junos OS 16.1R1和18.4R3-S10之前的后续版本；19.1R3-S7之前的19.1版本；19.2R3-S4之前的19.2版本。这个问题不影响16.1R1之前的瞻博网络Junos操作系统版本。
CVE-2022-22155|| Juniper Networks Junos OS中处理IPv6邻居状态变化事件时存在不受控制的资源消耗漏洞，允许相邻攻击者在ACX5448路由器的灵活PIC集中器（FPC）中造成内存泄漏。一个具有特定时间的IPv6邻居的连续拍打将导致FPC的资源耗尽，从而导致拒绝服务（DoS）条件。一旦该条件发生，进一步的数据包处理将受到影响，形成持续的拒绝服务（DoS）条件，需要手动重新启动PFE以恢复服务。FPC资源耗尽后，将看到以下错误信息：fpc0 DNX_NH::dnx_nh_tag_ipv4_hw_install(),3135: dnx_nh_tag_ipv4_hw_install:BCM L3 Egress create object failed for NH 602 (-14:No resources for operation), BCM NH Params: unit:0 Port:41, L3_INTF:0Flags:0x40 fpc0 DNX_NH::dnx_nh_tag_ipv4_hw_install(),3135: dnx_nh_tag_ipv4_hw_install。BCM L3 Egress create object failed for NH 602 (-14:No resources for operation), BCM NH Params: unit:0 Port:41, L3_INTF:0Flags:0x40 fpc0 DNX_NH::dnx_nh_tag_ipv4_hw_install(),3135: dnx_nh_tag_ipv4_hw_install。BCM L3 Egress create object failed for NH 602 (-14:No resources for operation), BCM NH Params: unit:0 Port:41, L3_INTF:0Flags:0x40 fpc0 DNX_NH::dnx_nh_tag_ipv4_hw_install(),3135: dnx_nh_tag_ipv4_hw_install。BCM L3 Egress create object failed for NH 602 (-14:No resources for operation), BCM NH Params: unit:0 Port:41, L3_INTF:0Flags:0x40 这个问题只影响到ACX5448路由器。没有其他产品或平台受到该漏洞的影响。这个问题影响到ACX5448上的瞻博网络Junos操作系统：18.4R3-S10之前的18.4版本；19.1R3-S5之前的19.1版本；19.2R1-S8、19.2R3-S2之前的19.2版本；19。3版本在19.3R2-S6、19.3R3-S2之前；19.4版本在19.4R1-S3、19.4R2-S2、19.4R3之前；20.1版本在20.1R2之前；20.2版本在20.2R1-S1、20.2R2之间。
CVE-2022-22156||瞻博网络Junos操作系统中存在不恰当的证书验证缺陷，当从指定的HTTPS URL的远程来源获取系统脚本时，攻击者可以执行中间人（PitM）攻击，这可能会破坏设备的完整性和保密性。管理员可以通过CLI执行以下命令，从远程位置刷新脚本，这是受此漏洞影响。>request system scripts refresh-from (commit | event | extension-service | op | snmp) file filename url <https-url> 这个问题会影响。瞻博网络Junos操作系统18.4R2-S9、18.4R3-S9之前的所有版本；19.1R2-S3、19.1R3-S7之前的19.1版本；19.2R1-S7、19.2R3-S3之前的19.2版本；19.3R3-S4之前的19.3版本；19。4版本在19.4R3-S7之前；20.1版本在20.1R2-S2，20.1R3之前；20.2版本在20.2R3之前；20.3版本在20.3R2-S1，20.3R3之前；20.4版本在20.4R2之前；21.1版本在21.1R1-S1，21.1R2。
CVE-2022-22157||SRX系列服务网关上的瞻博网络Junos操作系统存在流量分类漏洞，当设备上启用 "no-syn-check "时，攻击者可以绕过瞻博网络深度包检测（JDPI）规则，访问未经授权的网络或资源。JDPI错误地将状态外的非对称TCP流量归类为动态应用INCONCLUSIVE，而不是UNKNOWN，后者的允许性更强，导致防火墙允许转发本应被拒绝的流量。这个问题只有在设备上配置了 "set security flow tcp-session no-syn-check "时才会发生。这个问题影响到SRX系列上的瞻博网络Junos操作系统。18.4R2-S9、18.4R3-S9之前的18.4版本；19.1R2-S3、19.1R3-S6之前的19.1版本；19.2R1-S7、19.2R3-S3之前的19.2版本；19.3R2-S6、19.3R3-S2之前的19.3版本；19.4R2-S5、19.4R3-S3之前的19.4版本；20.1R2-S2、20.1R3之前的20.1版本；20.2R3-S1之前的20.2版本；20.3R3之前的20.3版本；20.4R2-S1、20.4R3之间的20.4版本；21.1R1-S1、21.1R2之前的21.1版本。这个问题不影响18.4R1之前的瞻博网络Junos操作系统版本。
cve-2022-22158||**拒绝 **不要使用这个候选编号。咨询IDs：无。原因是。该候选人未被其CNA使用。备注：无。
CVE-2022-22159|||瞻博网络Junos OS内核的NETISR网络队列功能存在漏洞，攻击者可以通过向设备发送精心制作的真实数据包，造成拒绝服务（DoS）。在攻击过程中，路由协议守护程序（rpd）CPU的利用率可能达到100%，但转发流量的FPC CPU会正常运行。这种攻击发生在攻击者的数据包通过IPv4单播路由等价多路径（ECMP）单列选择发送时。继续接收和处理这些数据包将创造一个持续的拒绝服务（DoS）条件。在JTAC的协助下，监测网络中的NETISR掉线情况可能是一个受损害的指标。请联系JTAC的技术支持以获得进一步指导。这个问题会影响到瞻博网络Junos OS 17.3版本17.3R3-S9和17.3R3-S12之前的后续版本；17.4版本17.4R3-S3和17.4R3-S5之前的后续版本；18.1版本18.1R3-S11和18.1R3-S13之前的后续版本；18。2版本18.2R3-S6和更高版本；18.3版本18.3R3-S4和18.3R3-S5之前的更高版本；18.4版本18.4R3-S5和18.4R3-S9之前的更高版本；19.1版本19.1R3-S3和19.1R3-S7之前的更高版本。这个问题不影响17.3R3-S9之前的瞻博网络Junos操作系统版本。该问题不影响Juniper Networks Junos OS Evolved。
CVE-2022-2216||服务器端请求伪造（SSRF）在GitHub仓库ionicabizau/parse-url 7.0.0之前。
CVE-2022-22160||瞻博网络Junos操作系统的用户管理守护程序（smgd）中存在一个未检查的错误条件漏洞，允许未经认证的相邻攻击者导致崩溃，从而造成拒绝服务（DoS）。在用户管理/宽带边缘环境中，如果单个会话组配置包含双堆栈和pp0接口，那么每次PPPoE客户端发送特定消息时，smgd都会崩溃并重新启动。这个问题影响到MX系列上的瞻博网络Junos操作系统。16.1版本16.1R1和18.4R3-S10之前的后续版本；19.1版本19.1R2-S3、19.1R3-S7之前；19.2版本19.2R1-S8、19.2R3-S4之前；19.3版本19.3R3-S4之前；19.4版本19.4R3-S5；20.1R3-S3之前的20.1版本；20.2R3-S3之前的20.2版本；20.3R3-S2之前的20.3版本；20.4R3之前的20.4版本；21.1R3之前的21.1版本；21.2R2之前的21.2版本。该问题不影响16.1R1之前的瞻博网络Junos操作系统版本。
