CVE-2018-21098||NETGEAR R7800设备在1.0.2.60之前受认证用户的命令注入影响。
CVE-2018-21180||某些NETGEAR设备受到认证用户的基于堆栈的缓冲区溢出的影响。这影响到1.0.0.57之前的D6100、1.0.2.40之前的R7800、1.0.2.52之前的R9000、1.0.2.92之前的WNDR3700v4、1.0.2.94之前的WNDR4300、1.0.0.50之前的WNDR4300v2、1.0.0.50之前的WNDR4500v3，以及1.0.0.62之前的WNR2000v5。
CVE-2018-21181||某些NETGEAR设备受到认证用户的基于堆栈的缓冲区溢出的影响。这影响到1.0.1.28之前的D7800，1.0.1.32之前的EX2700，1.0.1.56之前的EX6200v2，1.0.3.24之前的R7500v2，1.0.2.40之前的R7800，1.0.3.6之前的R9000，1.0.1之前的WN2000RPTv3。20、1.0.2.52之前的WN3000RPv3、1.0.0.42之前的WN3100RPv2、1.0.2.92之前的WNDR3700v4、1.0.2.94之前的WNDR4300、1.0.0.50之前的WNDR4300v2、1.0.0.50之前的WNDR4500v3和1.0.0.62之前的WNR2000v5。
CVE-2018-21182||某些NETGEAR设备受到认证用户的基于堆栈的缓冲区溢出的影响。这影响到1.0.2.40之前的R7800，1.0.2.52之前的R9000，1.0.2.92之前的WNDR3700v4，以及1.0.2.94之前的WNDR4300。
CVE-2018-21183||某些NETGEAR设备受到认证用户基于堆栈的缓冲区溢出的影响。这影响到1.0.2.40之前的R7800，1.0.2.52之前的R9000，1.0.2.92之前的WNDR3700v4，以及1.0.2.94之前的WNDR4300。
CVE-2018-21184||某些NETGEAR设备受到认证用户的基于堆栈的缓冲区溢出的影响。这影响到1.0.0.57之前的D6100，1.0.1.28之前的D7800，1.0.3.24之前的R7500v2，1.0.2.40之前的R7800，以及1.0.3.6之前的R9000。
CVE-2018-21185||某些NETGEAR设备受到认证用户基于堆栈的缓冲区溢出的影响。这影响到1.0.0.57之前的D6100，1.0.1.34之前的D7800，1.0.0.122之前的R7500，1.0.3.24之前的R7500v2，1.0.2.40之前的R7800，1.0.2.52之前的R9000。0.2.52之前，WNDR3700v4在1.0.2.92之前，WNDR4300在1.0.2.94之前，WNDR4300v2在1.0.0.50之前，WNDR4500v3在1.0.0.50之前，WNR2000v5在1.0.0.62之前。
CVE-2018-21186||某些NETGEAR设备受到认证用户基于堆栈的缓冲区溢出的影响。这影响到1.0.1.30之前的D7800，1.0.1.20之前的R6100，1.0.3.24之前的R7500v2，1.0.2.40之前的R7800，1.0.2之前的R9000。52、1.0.2.92之前的WNDR3700v4、1.0.2.94之前的WNDR4300、1.0.0.50之前的WNDR4300v2、1.0.0.50之前的WNDR4500v3以及1.0.0.62之前的WNR2000v5。
CVE-2018-21187||某些NETGEAR设备受到认证用户的基于堆栈的缓冲区溢出的影响。这影响到1.0.1.30之前的D7800，1.0.0.122之前的R7500，1.0.3.24之前的R7500v2，1.0.2.40之前的R7800，1.0.2之前的R9000。52、1.0.2.92之前的WNDR3700v4、1.0.2.94之前的WNDR4300、1.0.0.50之前的WNDR4300v2、1.0.0.50之前的WNDR4500v3以及1.0.0.62之前的WNR2000v5。
CVE-2018-21188|||某些NETGEAR设备受到认证用户基于堆栈的缓冲区溢出的影响。这影响到1.0.1.30之前的D7800、1.0.3.24之前的R7500v2、1.0.2.40之前的R7800、1.0.2.52之前的R9000、1.0.2.92之前的WNDR3700v4、1.0.2.94之前的WNDR4300、1.0.0.50之前的WNDR4300v2、1.0.0.50之前的WNDR4500v3和1.0.0.62之前的WNR2000v5。
CVE-2018-21189||某些NETGEAR设备受到认证用户的基于堆栈的缓冲区溢出的影响。这影响到1.0.0.57之前的D6100，1.0.1.20之前的R6100，1.0.2.40之前的R7800，1.0.2.52之前的R9000，1.0.2.92之前的WNDR3700v4，1.0.2.94之前的WNDR4300，1.0.0.50之前的WNDR4300v2，1.0.0.50之前的WNDR4500v3，以及1.0.0.62之前的WNR2000v5。
cve-2018-2119||**拒绝 **不要使用此候选号码。  咨询IDs：无。  原因是。该候选人在CNA池中，在2018年期间没有分配到任何问题。  备注：无。
CVE-2018-21190||某些NETGEAR设备受到认证用户的基于堆栈的缓冲区溢出的影响。这影响到1.0.0.57之前的D6100，1.0.1.34之前的D7800，1.0.1.20之前的R6100，1.0.0.122之前的R7500，1.0.2.40之前的R7800，1.0之前的R9000。2.52，1.0.2.92之前的WNDR3700v4，1.0.2.94之前的WNDR4300，1.0.0.50之前的WNDR4300v2，1.0.0.50之前的WNDR4500v3和1.0.0.62之前的WNR2000v5。
CVE-2018-21191||某些NETGEAR设备受到认证用户的基于堆栈的缓冲区溢出的影响。这影响到1.0.0.57之前的D6100、1.0.1.20之前的R6100、1.0.2.40之前的R7800、1.0.2.92之前的WNDR3700v4、1.0.2.94之前的WNDR4300、1.0.0.50之前的WNDR4300v2、1.0.0.50之前的WNDR4500v3和1.0.0.62之前的WNR2000v5。
CVE-2018-21192||某些NETGEAR设备受到认证用户的基于堆栈的缓冲区溢出的影响。这影响到1.0.0.57之前的D6100、1.0.1.20之前的R6100、1.0.2.40之前的R7800、1.0.3.6之前的R9000、1.0.2.92之前的WNDR3700v4、1.0.2.94之前的WNDR4300、1.0.0.50之前的WNDR4300v2、1.0.0.50之前的WNDR4500v3和1.0.0.62之后的WNR2000v5。
CVE-2018-21193||某些NETGEAR设备受到认证用户的基于堆栈的缓冲区溢出的影响。这影响了1.0.0.57之前的D6100，1.0.1.34之前的D7800，1.0.1.20之前的R6100，1.0.0.122之前的R7500，1.0.3.24之前的R7500v2，1.0.2.40之前，WNDR3700v4在1.0.2.92之前，WNDR4300在1.0.2.94之前，WNDR4300v2在1.0.0.50之前，WNDR4500v3在1.0.0.50之前，WNR2000v5在1.0.0.62之前。
CVE-2018-21194||某些NETGEAR设备受到认证用户的基于堆栈的缓冲区溢出的影响。这影响到1.0.0.57之前的D6100，1.0.1.34之前的D7800，1.0.1.20之前的R6100，1.0.0.122之前的R7500，1.0.3.24之前的R7500v2，1.0.2之前的R7800。40，1.0.3.6之前的R9000，1.0.2.92之前的WNDR3700v4，1.0.2.94之前的WNDR4300，1.0.0.50之前的WNDR4300v2，1.0.0.50之前的WNDR4500v3，以及1.0.0.62之前的WNR2000v5。
CVE-2018-21195||某些NETGEAR设备受到认证用户的基于堆栈的缓冲区溢出的影响。这影响到1.0.0.57之前的D6100，1.0.1.34之前的D7800，1.0.1.20之前的R6100，1.0.3.24之前的R7500v2，1.0.2.40之前的R7800，1.0.3.6之前的R9000。0.3.6之前，WNDR3700v4在1.0.2.92之前，WNDR4300在1.0.2.94之前，WNDR4300v2在1.0.0.50之前，WNDR4500v3在1.0.0.50之前，以及WNR2000v5在1.0.0.62之前。
CVE-2018-21196||某些NETGEAR设备受到认证用户的基于堆栈的缓冲区溢出的影响。这影响到1.0.0.57之前的D6100、1.0.1.20之前的R6100、1.0.2.40之前的R7800、1.0.2.52之前的R9000、1.0.2.92之前的WNDR3700v4、1.0.2.94之前的WNDR4300和1.0.0.62之前的WNR2000v5。
CVE-2018-21197||某些NETGEAR设备受到认证用户的基于堆栈的缓冲区溢出的影响。这影响到1.0.1.34之前的D7800，1.0.1.22之前的R6100，1.0.0.122之前的R7500，1.0.3.26之前的R7500v2，1.0.2.40之前的R7800，1.0.2.52之前，WNDR3700v4在1.0.2.92之前，WNDR4300在1.0.2.94之前，WNDR4300v2在1.0.0.50之前，WNDR4500v3在1.0.0.50之前，WNR2000v5在1.0.0.62之前。
CVE-2018-21198||某些NETGEAR设备受到认证用户的基于堆栈的缓冲区溢出的影响。这影响到1.0.0.57之前的D6100、1.2.0.44之前的R7800、1.0.2.52之前的R9000、1.0.2.92之前的WNDR3700v4、1.0.2.94之前的WNDR4300、1.0.0.54之前的WNDR4300v2、1.0.0.54之前的WNDR4500v3，以及1.0.0.62之前的WNR2000v5。
CVE-2018-21199||某些NETGEAR设备受到认证用户的基于堆栈的缓冲区溢出的影响。这影响到1.0.1.30之前的D7800，1.0.1.22之前的R6100，1.0.0.122之前的R7500，1.0.3.24之前的R7500v2，1.0.2.40之前的R7800，1.0.2.52之前的R9000，以及1.0.2.98之前的WNDR4300。
cve-2018-2120||***拒绝 **不要使用这个候选号码。  咨询IDs：无。  原因是。该候选人在CNA池中，在2018年期间没有分配到任何问题。  备注：无。
CVE-2018-21200||某些NETGEAR设备受到认证用户的基于堆栈的缓冲区溢出的影响。这影响到1.0.2.40之前的R7800和1.0.3.6之前的R9000。
CVE-2018-21201||某些NETGEAR设备受到认证用户的基于堆栈的缓冲区溢出的影响。这影响到1.0.0.57之前的D6100、1.0.1.20之前的R6100、1.0.2.40之前的R7800、1.0.2.52之前的R9000、1.0.2.92之前的WNDR3700v4、1.0.2.94之前的WNDR4300、1.0.0.50之前的WNDR4300v2、1.0.0.50之前的WNDR4500v3和1.0.0.62之前的WNR2000v5。
CVE-2018-21202||某些NETGEAR设备受到未经认证的攻击者的基于堆栈的缓冲区溢出的影响。这影响到1.0.1.30之前的D7800、1.0.1.20之前的R6100、1.0.0.118之前的R7500、1.0.3.24之前的R7500v2、1.0.2.40之前的R7800。40、1.0.2.52之前的R9000、1.0.2.96之前的WNDR3700v4、1.0.2.98之前的WNDR4300、1.0.0.54之前的WNDR4300v2以及1.0.0.54之后的WNDR4500v3。
CVE-2018-21203||某些NETGEAR设备受到未经授权的攻击者基于堆栈的缓冲区溢出的影响。这影响到1.0.1.20之前的R6100、1.0.2.52之前的R9000、1.0.2.96之前的WNDR3700v4、1.0.2.98之前的WNDR4300、1.0.0.50之前的WNDR4300v2和1.0.0.50之前的WNDR4500v3。
CVE-2018-21204||某些NETGEAR设备受到未经授权的攻击者基于堆栈的缓冲区溢出的影响。这影响到1.0.1.30之前的D7800，1.0.1.20之前的R6100，1.0.0.118之前的R7500，1.0.3.24之前的R7500v2，1.0.2.40之前的R7800。40、1.0.2.52之前的R9000、1.0.2.96之前的WNDR3700v4、1.0.2.98之前的WNDR4300、1.0.0.50之前的WNDR4300v2以及1.0.0.50之前的WNDR4500v3。
CVE-2018-21205||某些NETGEAR设备受到未经授权的攻击者基于堆栈的缓冲区溢出的影响。这影响到1.0.1.30之前的D7800，1.0.1.28之前的EX2700，1.0.1.20之前的R6100，1.0.0.118之前的R7500，1.0.3.24之前的R7500v2，1.0.2.40之前的R7800，1.0.2.52之前的R9000，1.0.1.20之前的WN2000RPTv3。0.1.20之前，WN3000RPv3在1.0.2.50之前，WN3100RPv2在1.0.0.56之前，WNDR3700v4在1.0.2.96之前，WNDR4300在1.0.2.98之前，WNDR4300v2在1.0.0.50之前，以及WNDR4500v3在1.0.0.50之前。
CVE-2018-21206||某些NETGEAR设备受到未经授权的攻击者基于堆栈的缓冲区溢出的影响。这影响到1.0.1.30之前的D7800，1.0.1.28之前的EX2700，1.0.1.20之前的R6100，1.0.0.118之前的R7500，1.0.3.24之前的R7500v2，1.0.2.40之前的R7800，1.0.2.52之前的R9000，1.0.1.20之前的WN2000RPTv3。0.1.20之前，WN3000RPv3在1.0.2.50之前，WN3100RPv2在1.0.0.56之前，WNDR3700v4在1.0.2.96之前，WNDR4300在1.0.2.98之前，WNDR4300v2在1.0.0.50之前，以及WNDR4500v3在1.0.0.50之前。
CVE-2018-21207||某些NETGEAR设备受到未经授权的攻击者基于堆栈的缓冲区溢出的影响。这影响了1.0.0.67之前的D3600，1.0.0.67之前的D6000，1.0.1.30之前的D7800，1.0.1.28之前的EX2700，1.0.1.20之前的R6100，1.0.0.118之前的R7500，1.0.3.24之前的R7500v2，1.0.2.40之前的R7800，1.0.2.52之前，WN2000RPTv3在1.0.1.20之前，WN3000RPv3在1.0.2.50之前，WN3100RPv2在1.0.0.56之前，WNDR3700v4在1.0.2.96之前，WNDR4300在1.0.2.98之前，WNDR4300v2在1.0.0.50之前，以及WNDR4500v3在1.0.0.50之外。
CVE-2018-21208||某些NETGEAR设备受到未经认证的攻击者的命令注入影响。这影响到1.0.0.57之前的D6100，1.0.1.20之前的R6100，1.0.3.24之前的R7500v2，1.0.0.50之前的WNDR4300v2，以及1.0.0.50之前的WNDR4500v3。
CVE-2018-21209||某些NETGEAR设备受反射式XSS影响。这影响了1.1.0.46之前的JNR1010v2，1.0.1.10之前的JR6150，1.1.0.46之前的JWNR2010v5，1.0.0.20之前的PR2000，1.0.1之前的R6050。10、1.1.0.60之前的R6220、1.1.0.50之前的WNDR3700v5、1.1.0.46之前的WNR1000v4、1.1.0.46之前的WNR2020和1.1.0.46之前的WNR2050。
cve-2018-2121||**拒绝 **不要使用这个候选号码。  咨询IDs：无。  原因是。该候选人在CNA池中，在2018年期间没有分配到任何问题。  备注：无。
CVE-2018-21210||某些NETGEAR设备受到未经认证的攻击者的缓冲区溢出的影响。这影响到1.0.0.67之前的D3600，1.0.0.67之前的D6000，1.0.1.30之前的D7800，1.0.1.28之前的EX2700，1.0.1.20之前的R6100，1.0.0.118之前的R7500，1.0.3.24之前的R7500v2，1.0.2.40之前的R7800，1.0.2.52之前的R9000。0.2.52之前，WN2000RPTv3在1.0.1.20之前，WN3000RPv3在1.0.2.50之前，WN3100RPv2在1.0.0.56之前，WNDR3700v4在1.0.2.96之前，WNDR4300在1.0.2.98之前，WNDR4300v2在1.0.0.50之前，以及WNDR4500v3在1.0.0.50之前。
CVE-2018-21211||某些NETGEAR设备受到未经授权的攻击者的缓冲区溢出的影响。这影响了1.0.0.67之前的D3600，1.0.0.67之前的D6000，1.0.0.56之前的D6100，1.0.1.30之前的D7800，1.0.0.118之前的R7500，1.0.3.24之前的R7500v2，1.0.2.40之前，R9000在1.0.2.52之前，WNDR3700v4在1.0.2.96之前，WNDR4300在1.0.2.98之前，WNDR4300v2在1.0.0.50之前，WNDR4500v3在1.0.0.50之前，以及WNR2000v5在1.0.0.62之前。
CVE-2018-21212||某些NETGEAR设备受到未经授权的攻击者的缓冲区溢出影响。这影响了1.0.0.67之前的D3600，1.0.0.67之前的D6000，1.0.0.56之前的D6100，1.0.1.30之前的D7800，1.0.1.28之前的EX2700，1.0.1.20之前的R6100，1.0.0.118之前的R7500，1.0.3.24之前的R7500v2，1.0.2之前的R7800。40、1.0.2.52之前的R9000、1.0.1.20之前的WN2000RPTv3、1.0.2.50之前的WN3000RPv3、1.0.0.56之前的WN3100RPv2、1.0.2.96之前的WNDR3700v4、1.0.2.98之前的WNDR4300、1.0.0.50之前的WNDR4300v2和1.0.0.50之前的WNDR4500v3。
CVE-2018-21213||某些NETGEAR设备受到未经授权的攻击者的缓冲区溢出的影响。这影响到1.0.0.67之前的D3600，1.0.0.67之前的D6000，1.0.1.30之前的D7800，1.0.1.20之前的R6100，1.0.0.118之前的R7500，1.0.3之前的R7500v2。24、1.0.2.40之前的R7800、1.0.2.52之前的R9000、1.0.2.96之前的WNDR3700v4、1.0.2.98之前的WNDR4300、1.0.0.50之前的WNDR4300v2和1.0.0.50之前的WNDR4500v3。
CVE-2018-21214||某些NETGEAR设备受到未经授权的攻击者的缓冲区溢出的影响。这影响到1.0.0.67之前的D3600，1.0.0.67之前的D6000，1.0.1.28之前的EX2700，1.0.1.20之前的R6100，1.0.3.24之前的R7500v2，1.0.2.52之前的R9000，1.0.1.20之前的WN2000RPTv3，1.0.2.50之前的WN3000RPv3和1.0.0.56之前的WN3100RPv2。
CVE-2018-21215||某些NETGEAR设备受到未经授权的攻击者的缓冲区溢出的影响。这影响到1.0.0.67之前的D3600，1.0.0.67之前的D6000，1.0.0.56之前的D6100，1.0.1.28之前的EX2700，1.0.3.24之前的R7500v2，1.0.2.52之前的R9000，1.0.1.20之前的WN2000RPTv3，1.0.2.50之前的WN3000RPv3，以及1.0.0.56之后的WN3100RPv2。
CVE-2018-21216||某些NETGEAR设备受到未经授权的攻击者的缓冲区溢出的影响。这影响到1.0.0.67之前的D3600，1.0.0.67之前的D6000，1.0.0.56之前的D6100，以及1.0.1.20之前的R6100。
CVE-2018-21217||某些NETGEAR设备受到未经授权的攻击者的缓冲区溢出的影响。这影响到1.0.0.67之前的D3600，1.0.0.67之前的D6000，1.0.0.56之前的D6100，以及1.0.1.20之前的R6100。
CVE-2018-21218||某些NETGEAR设备受到未经授权的攻击者的缓冲区溢出的影响。这影响了1.0.0.67之前的D3600，1.0.0.67之前的D6000，1.0.0.56之前的D6100，1.0.1.30之前的D7800，1.0.1.20之前的R6100，1.0.0.118之前的R7500，1.0.3.24之前的R7500v2。0.3.24之前的R9000，1.0.2.52之前的WNDR3700v4，1.0.2.96之前的WNDR4300，1.0.2.98之前的WNDR4300v2，1.0.0.50之前的WNDR4500v3，以及1.0.0.62之前的WNR2000v5。
CVE-2018-21219||某些NETGEAR设备受到未经授权的攻击者的缓冲区溢出的影响。这影响了1.0.0.67之前的D3600，1.0.0.67之前的D6000，1.0.0.56之前的D6100，1.0.1.30之前的D7800，1.0.1.20之前的R6100，1.0.0.118之前的R7500，1.0.3.24之前，R9000在1.0.2.52之前，WNDR3700v4在1.0.2.96之前，WNDR4300在1.0.2.98之前，WNDR4300v2在1.0.0.50之前，WNDR4500v3在1.0.0.50之前，以及WNR2000v5在1.0.0.62之前。
cve-2018-2122|||**拒绝 **不要使用这个候选号码。  咨询IDs：无。  原因是。该候选人在CNA池中，在2018年期间没有分配到任何问题。  备注：无。
CVE-2018-21220||某些NETGEAR设备受到未经认证的攻击者的缓冲区溢出的影响。这影响到1.0.0.67之前的D3600，1.0.0.67之前的D6000，1.0.0.56之前的D6100，1.0.1.30之前的D7800，1.0.1.20之前的R6100，1.0.0.118之前的R7500，1.0.3.24之前的R7500v2。0.3.24之前的R9000，1.0.2.52之前的WNDR3700v4，1.0.2.96之前的WNDR4300，1.0.2.98之前的WNDR4300v2，1.0.0.50之前的WNDR4500v3，以及1.0.0.62之前的WNR2000v5。
CVE-2018-21221||某些NETGEAR设备受到未经授权的攻击者的缓冲区溢出的影响。这影响到1.0.0.67之前的D3600，1.0.0.67之前的D6000，以及1.0.2.52之前的R9000。
CVE-2018-21222||某些NETGEAR设备受到未经认证的攻击者的缓冲区溢出的影响。这影响到1.0.0.67之前的D3600，1.0.0.67之前的D6000，1.0.1.30之前的D7800，1.0.1.20之前的R6100，1.0.0.118之前的R7500，1.0.3.24之前的R7500v2。24、1.0.2.52之前的R9000、1.0.2.96之前的WNDR3700v4、1.0.2.98之前的WNDR4300、1.0.0.50之前的WNDR4300v2、1.0.0.50之前的WNDR4500v3以及1.0.0.62之前的WNR2000v5。
CVE-2018-21223||某些NETGEAR设备受到未经授权的攻击者的缓冲区溢出的影响。这影响到1.0.0.67之前的D3600，1.0.0.67之前的D6000，1.0.1.30之前的D7800，1.0.1.20之前的R6100，1.0.0.118之前的R7500，1.0.3之前的R7500v2。24、1.0.2.52之前的R9000、1.0.2.96之前的WNDR3700v4、1.0.2.98之前的WNDR4300、1.0.0.50之前的WNDR4300v2、1.0.0.50之前的WNDR4500v3，以及1.0.0.62之前的WNR2000v5。
CVE-2018-21224||某些NETGEAR设备受到未经授权的攻击者的缓冲区溢出的影响。这影响到1.0.0.67之前的D3600，1.0.0.67之前的D6000，1.0.1.30之前的D7800，1.0.1.20之前的R6100，1.0.0.118之前的R7500，1.0.3之前的R7500v2。24、1.0.2.52之前的R9000、1.0.2.96之前的WNDR3700v4、1.0.2.98之前的WNDR4300、1.0.0.50之前的WNDR4300v2、1.0.0.50之前的WNDR4500v3，以及1.0.0.62之前的WNR2000v5。
CVE-2018-21225||某些NETGEAR设备受到认证用户的命令注入影响。这影响到1.0.1.60之前的D7000，1.0.1.34之前的D7800，1.0.3.39之前的D8500，1.0.1.30之前的R6700，1.2.0.16之前的R6700v2，1.2.0.16之前的R6800，1.0.1.30之前的R6900，1.2.0.之前的R6900P。22、1.2.0.16之前的R6900v2、1.0.9.12之前的R7000、1.2.0.22之前的R7000P、1.0.3.20之前的R7500v2、1.0.2.44之前的R7800、1.0.2.106之前的R8300、1.0.2.106之前的R8500和1.0.2.52之前的R9000。
CVE-2018-21226||某些NETGEAR设备受到认证绕过的影响。这影响到1.1.0.48之前的JNR1010v2，1.1.0.48之前的JWNR2010v5，1.1.0.48之前的WNR1000v4，1.1.0.48之前的WNR2020，以及1.1.0.48之前的WNR2050。
CVE-2018-21227||某些NETGEAR设备受到认证用户的命令注入影响。这影响到1.0.1.34之前的D7800，1.0.2.34之前的R6400v2，1.0.1.30之前的R6700，1.0.1.30之前的R6900，1.0.0.62之前的R6900P，1.0.9之前的R7000。12，1.0.0.62之前的R7000P，1.0.3.26之前的R7500v2，1.0.2.42之前的R7800，1.0.3.10之前的R9000，1.0.0.50之前的WNDR4300v2，以及1.0.0.50之前的WNDR4500v3。
CVE-2018-21228||某些NETGEAR设备受到认证用户的命令注入影响。这影响到1.0.1.34之前的D7800，1.0.1.50之前的EX6100v2，1.0.1.50之前的EX6150v2，1.0.1.44之前的EX6200v2，1.0.1.60之前的EX6400，1.0.1.60之前的EX7300，1.0.1.16之前的R6100。0.1.16之前，1.0.0.110之前的R7500，1.0.2.32之前的R7800，1.0.2.30之前的R9000，1.0.2.50之前的WN3000RPv3，1.0.0.50之前的WNDR4300v2，以及1.0.0.50之前的WNDR4500v3。
